id,title,description,category,brand,price,color,gender,rating,created_at
516,Louis Vuitton Modern High-Waisted Jeans,A classic essential with elevated details.,Bottoms,Louis Vuitton,639.85,Purple,Unisex,4.63,2025-03-28 11:59:00 
517,Asisas Oxford Shirt,"Made with modal for a premium hand-feel. Designed for vacation with a lightweight silhouette. Details: elastic waistband, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Asisas,47.6,Brown,Men,3.47,2025-11-08 23:04:00 
518,Minimalist Classic Wide-Leg Trousers,"Customers choose the Minimalist Classic Wide-Leg Trousers for its reliability. Made with cotton twill for a premium hand-feel. Designed for street style with a water-resistant silhouette. Details: elastic waistband, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Bottoms,Minimalist,307.04,Brown,Women,4.39,2025-06-07 12:23:00 
519,Minimalist Relaxed Graphic T-Shirt,"Featuring the Minimalist Relaxed Graphic T-Shirt, this product offers comfort and durability. Made with merino wool for a premium hand-feel. Designed for weekend with a slim fit silhouette. Details: soft-touch lining, mesh panels, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Minimalist,42.94,White,Women,4.25,2025-04-26 08:45:00 
520,Niky Heritage Relaxed Leather Pants,"Made with leather for a premium hand-feel. Designed for formal events with a water-resistant silhouette. Details: soft-touch lining, functional pockets, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Bottoms,Niky,80.85,Pink,Unisex,3.97,2024-11-12 12:00:00 
521,Louis Vuitton Women Tailored Slip Dress,An easy-to-style piece with a modern fit.,Dresses,Louis Vuitton,952.78,Green,Women,4.48,2024-12-17 10:21:00 
522,Prada Wool Blend Coat,"Made with down for a premium hand-feel. Designed for vacation with a buttery-soft silhouette. Details: mesh panels, soft-touch lining, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Prada,2136.53,Red,Women,3.83,2025-09-14 20:45:00 
523,Louis Vuitton Oxford Shirt with Lace Trim,"Customers choose the Louis Vuitton Oxford Shirt with Lace Trim for its reliability. Made with cotton for a premium hand-feel. Designed for studio with a relaxed fit silhouette. Details: hidden side zipper, mesh panels, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Louis Vuitton,154.14,Gray,Men,4.15,2025-03-10 13:46:00 
524,GymClark Men Linen Suit Set with Belt,"Comfortable, flattering, and designed to last.",Suits & Blazers,GymClark,549.58,Brown,Men,4.4,2025-10-02 05:30:00 
525,Zana Modern Yoga Tank,"Made with nylon-spandex for a premium hand-feel. Designed for evening with a lightweight silhouette. Details: mesh panels, ribbed cuffs, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Zana,26.37,Purple,Men,4.48,2026-01-05 19:33:00 
526,Balenciaga Oversized Hoodie,"Customers choose the Balenciaga Oversized Hoodie for its reliability. Comfortable, flattering, and designed to last.",Tops,Balenciaga,1109.5,Orange,Unisex,4.75,2025-01-26 07:38:00 
527,UrbanChic Tailored Pleated Chinos,An easy-to-style piece with a modern fit.,Bottoms,UrbanChic,106.27,Pink,Men,3.77,2025-12-31 01:54:00 
528,Asisas Modern Slim Linen Trousers with Lace Trim,Customers choose the Asisas Modern Slim Linen Trousers with Lace Trim for its reliability. An easy-to-style piece with a modern fit.,Bottoms,Asisas,286.06,Brown,Unisex,4.62,2025-01-28 04:24:00 
529,Louis Vuitton Running Jacket,An easy-to-style piece with a modern fit.,Activewear,Louis Vuitton,497.99,Red,Unisex,3.97,2025-02-22 19:33:00 
530,StreetWear Heritage Modal Lounge Set,"This StreetWear Heritage Modal Lounge Set is designed for everyday use. Comfortable, flattering, and designed to last.",Lingerie & Sleepwear,StreetWear,109.63,White,Women,3.93,2025-11-10 15:05:00 
531,Niky Swim Trunks with Zip Detail,A classic essential with elevated details.,Swimwear,Niky,34.93,White,Men,3.99,2025-04-02 11:58:00 
532,Gucci Signature Graphic T-Shirt,This Gucci Signature Graphic T-Shirt is designed for everyday use. An easy-to-style piece with a modern fit.,Tops,Gucci,604.94,Black,Women,4.46,2024-11-08 16:05:00 
533,StreetWear Sports Cap,"Made with leather for a premium hand-feel. Designed for weekend with a water-resistant silhouette. Details: hidden side zipper, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,StreetWear,595.04,Black,Women,4.77,2024-10-11 04:52:00 
534,Prada Shirt Dress,This Prada Shirt Dress is designed for everyday use. An easy-to-style piece with a modern fit.,Dresses,Prada,387.45,Purple,Women,4.63,2024-07-31 08:19:00 
535,Chanel Gym Hoodie,,Activewear,Chanel,167.56,White,Men,3.3,2025-05-24 02:56:00 
536,Niky Silk Scarf,Limited run.,Accessories,Niky,10.1,Red,Women,4.46,2024-11-11 19:07:00 
537,Zana City Sunglasses,"Comfortable, flattering, and designed to last.",Accessories,Zana,213.75,Orange,Men,4.35,2025-08-11 01:11:00 
538,Prada Triangle Bikini Top with Lace Trim,A versatile staple for everyday wear.,Swimwear,Prada,220.08,Yellow,Women,4.22,2024-11-25 22:18:00 
539,Balenciaga Sunglasses,A classic essential with elevated details.,Accessories,Balenciaga,35.32,White,Women,3.88,2025-06-29 19:37:00 
540,Elegante Denim Jacket,This Elegante Denim Jacket is designed for everyday use. Classic fit.,Outerwear,Elegante,117.43,Purple,Women,4.1,2024-10-13 03:41:00 
541,Balenciaga Cashmere V-Neck Sweater,An easy-to-style piece with a modern fit.,Tops,Balenciaga,92.61,White,Women,4.11,2025-04-16 21:47:00 
542,Mango Slim Fit Suit Jacket,An easy-to-style piece with a modern fit.,Suits & Blazers,Mango,392.58,White,Women,4.58,2025-10-11 18:23:00 
543,Asisas Relaxed Cotton T-Shirt with Graphic Print,"Made with silk for a premium hand-feel. Designed for training with a slim fit silhouette. Details: tapered leg, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Asisas,16.62,Red,Men,3.91,2025-09-10 19:27:00 
544,Minimalist Women Beanie Hat Edition,A classic essential with elevated details.,Accessories,Minimalist,760.84,Purple,Women,4.45,2026-01-07 03:18:00 
545,Prada Ribbed Tank Top,,Tops,Prada,242.49,White,Women,3.7,2025-09-20 00:04:00 
546,Asisas Denim Jacket,"Made with technical nylon for a premium hand-feel. Designed for street style with a easy-care silhouette. Details: hidden side zipper, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Asisas,716.02,Black,Men,3.79,2025-10-04 07:17:00 
547,UrbanChic Tailored Pleated Chinos,"Made with denim for a premium hand-feel. Designed for vacation with a wrinkle-resistant silhouette. Details: subtle logo hardware, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Bottoms,UrbanChic,145.49,Black,Men,3.98,2024-08-13 12:59:00 
548,Prada Ribbed Tank Top,This Prada Ribbed Tank Top is designed for everyday use. Limited run.,Tops,Prada,488.56,Blue,Women,4.21,2025-02-22 02:33:00 
549,Minimalist Seamless Briefs,"The Minimalist Seamless Briefs stands out for its quality and style. Made with satin for a premium hand-feel. Designed for travel with a four-way stretch silhouette. Details: subtle logo hardware, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Lingerie & Sleepwear,Minimalist,81.7,Orange,Women,3.9,2024-08-18 00:52:00 
550,UrbanChic Retro Leather Loafers,"The UrbanChic Retro Leather Loafers stands out for its quality and style. Made with mesh knit for a premium hand-feel. Designed for everyday wear with a lightweight silhouette. Details: hidden side zipper, soft-touch lining, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,UrbanChic,84.47,Pink,Men,4.44,2024-11-25 02:27:00 
551,StreetWear Heritage Training Shorts,,Activewear,StreetWear,239.56,Red,Women,4.05,2024-07-29 19:26:00 
552,GymClark Heritage Running Jacket with Lace Trim,The GymClark Heritage Running Jacket with Lace Trim stands out for its quality and style. A versatile staple for everyday wear.,Activewear,GymClark,114.41,Orange,Women,4.28,2025-12-14 03:52:00 
553,Mango Classic Platform Sneakers,A classic essential with elevated details.,Footwear,Mango,778.23,Purple,Men,4.2,2025-10-04 03:30:00 
554,StreetWear Sunglasses,A versatile staple for everyday wear.,Accessories,StreetWear,26.76,Brown,Men,4.42,2024-09-04 06:55:00 
555,Chanel Studio Lace Bralette,,Lingerie & Sleepwear,Chanel,153.07,Gray,Women,4.62,2025-04-08 04:10:00 
556,GymClark Modern Training Shorts,A versatile staple for everyday wear.,Activewear,GymClark,39.84,Brown,Men,4.23,2025-07-12 13:35:00 
557,Gucci Oversized Blazer Coat with Belt,A versatile staple for everyday wear.,Outerwear,Gucci,139.87,Pink,Unisex,3.46,2024-09-07 15:14:00 
558,Louis Vuitton Heritage Yoga Tank,"This Louis Vuitton Heritage Yoga Tank is designed for everyday use. Comfortable, flattering, and designed to last.",Activewear,Louis Vuitton,48.98,Red,Women,4.52,2025-06-07 21:38:00 
559,Minimalist Triangle Bikini Top with Lace Trim,This Minimalist Triangle Bikini Top with Lace Trim is designed for everyday use. A classic essential with elevated details.,Swimwear,Minimalist,149.24,White,Unisex,4.17,2025-03-24 17:35:00 
560,UrbanChic Denim Jacket,The UrbanChic Denim Jacket stands out for its quality and style. A classic essential with elevated details.,Outerwear,UrbanChic,884.6,Purple,Women,4.43,2025-09-21 22:46:00 
561,Asisas Silk Robe,"Comfortable, flattering, and designed to last.",Lingerie & Sleepwear,Asisas,107.28,Green,Women,3.51,2025-09-17 05:12:00 
562,Elegante Sports Cap Drop,"Made with stainless steel for a premium hand-feel. Designed for evening with a easy-care silhouette. Details: adjustable straps, ribbed cuffs, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Elegante,173.44,White,Women,3.52,2025-11-13 15:33:00 
563,Elegante Men Tailored Blazer with Lace Trim,"Comfortable, flattering, and designed to last.",Suits & Blazers,Elegante,1493.98,Gray,Men,4.1,2025-02-24 13:37:00 
564,Prada Modern Leather Belt,A versatile staple for everyday wear.,Accessories,Prada,866.43,Green,Unisex,4.22,2025-08-06 11:05:00 
565,Asisas Faux Leather Jacket,"Made with wool for a premium hand-feel. Designed for studio with a slim fit silhouette. Details: lace trim, structured shoulders, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Asisas,242.6,Purple,Men,3.75,2025-09-27 10:53:00 
566,Chanel Classic Swim Trunks with Graphic Print - Outlet,A versatile staple for everyday wear.,Swimwear,Chanel,55.29,Green,Men,1.54,2025-04-08 16:01:00 
567,Louis Vuitton Signature Seamless Sports Bra,"Comfortable, flattering, and designed to last.",Activewear,Louis Vuitton,261.73,Brown,Women,4.1,2025-12-19 23:45:00 
568,Niky Classic Oxford Shirt,Customers choose the Niky Classic Oxford Shirt for its reliability. A versatile staple for everyday wear.,Tops,Niky,304.06,White,Unisex,4.74,2024-10-13 05:30:00 
569,Gucci Studio Silk Robe,A classic essential with elevated details.,Lingerie & Sleepwear,Gucci,211.63,Black,Women,4.45,2024-11-16 22:54:00 
570,UrbanChic Denim Jacket Update,"Featuring the UrbanChic Denim Jacket Update, this product offers comfort and durability. An easy-to-style piece with a modern fit.",Outerwear,UrbanChic,1253.6,Orange,Women,4.47,2024-10-20 21:06:00 
571,GymClark Crossbody Bag,"Comfortable, flattering, and designed to last.",Accessories,GymClark,798.76,Orange,Women,4.35,2025-07-19 21:11:00 
572,Elegante Sports Cap,An easy-to-style piece with a modern fit.,Accessories,Elegante,175.93,Red,Women,3.68,2024-10-23 21:04:00 
573,Minimalist Suit Vest with Belt,"Comfortable, flattering, and designed to last.",Suits & Blazers,Minimalist,1451.41,Pink,Women,4.31,2024-12-09 14:21:00 
574,Niky Heritage Yoga Tank,"Made with moisture-wicking poly for a premium hand-feel. Designed for workwear with a four-way stretch silhouette. Details: structured shoulders, functional pockets, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Niky,40.07,Gray,Men,4.11,2025-01-15 20:05:00 
575,Prada Lightweight Classic Pumps,"Featuring the Prada Lightweight Classic Pumps, this product offers comfort and durability. A classic essential with elevated details.",Footwear,Prada,2039.72,Brown,Men,4.31,2025-08-24 15:12:00 
576,Louis Vuitton City Slim Wrap Midi Dress,,Dresses,Louis Vuitton,374.95,Green,Women,4.32,2024-08-30 08:38:00 
577,GymClark Retro Ankle Boots,"Made with rubber for a premium hand-feel. Designed for formal events with a mid-rise silhouette. Details: ribbed cuffs, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,GymClark,571.61,Green,Unisex,4.55,2025-12-31 16:28:00 
578,Balenciaga Heritage Graphic T-Shirt,"Made with cotton for a premium hand-feel. Designed for vacation with a mid-rise silhouette. Details: contrast stitching, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Balenciaga,39.41,Pink,Unisex,3.87,2025-05-14 11:31:00 
